,Date,Leg,Home,Away,Result
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfB Lübeck,Bayern München II,3:1 (3:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Spandauer SV,Hamburger SV II,2:0 (2:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FC Rotalben,TSV Taunusstein,2:0 (2:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Blumenthaler SV,MSV Duisburg,1:3 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Eintracht Bad Kreuznach II,SV Bayer 04 Leverkusen,1:3 (0:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FC St. Pauli,SG Ahrweiler/Bad Neuenahr,3:0 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SC Jülich 1910,Göppinger SV,2:1 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TSG Usingen,Teutonia Obernau,3:2 (2:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SV Leiwen,1. FC Pforzheim,"2:2 (0:2, 2:2) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TSV Ersen,VfB Dillingen,"2:2 (0:2, 2:2) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TSV 1860 Weißenburg,SpVgg Fürth,0:5 (0:3) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,FC 08 Homburg,TuS Schwachhausen,3:0 (2:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SC Viktoria 04 Köln,Stuttgarter Kickers,4:0 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SG Union Solingen,Kickers Offenbach,2:1 (0:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Victoria Hamburg,Altona 93,"1:2 (1:1, 1:1) n.V."
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,SC Herford,VfL Bochum,0:3 (0:2) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Rheydter SV,TeBe Berlin,1:2 (1:1) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Fortuna Düsseldorf,ASV Neumarkt,6:0 (1:0) 
0,07.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Holstein Kiel,Rot-Weiss Frankfurt,6:1 (0:1) 
0,08.09.1974,DFB-Pokal 1974/1975 » 1. Runde,VfB Oldenburg,1. FC Köln,2:6 (1:5) 
0,08.09.1974,DFB-Pokal 1974/1975 » 1. Runde,TSV 1860 München,Wormatia Worms,"3:2 (1:1, 2:2) n.V."
0,08.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Eintracht Bad Kreuznach,Westfalia Herne,2:0 (1:0) 
0,08.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Eintracht Bad Kreuznach,Westfalia Herne,2:0 (1:0) 
0,22.09.1974,DFB-Pokal 1974/1975 » 1. Runde,Hertha Zehlendorf,Heidenheimer SB 1846,2:0 (1:0) 
0,28.09.1974,DFB-Pokal 1974/1975 » 1. Runde,1. FC Pforzheim,SV Leiwen,2:0 (1:0) 
0,01.10.1974,DFB-Pokal 1974/1975 » 1. Runde,Wacker München,1. FC Nürnberg,2:5 (1:1) 
0,01.10.1974,DFB-Pokal 1974/1975 » 1. Runde,1. FC Mülheim,SpVgg Ludwigsburg,3:1 (2:1) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,FC Bayern Hof,VfL Bochum,"2:2 (0:1, 2:2) n.V."
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,FC Schalke 04,Hertha Zehlendorf,6:0 (3:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,MSV Duisburg,1. FC Nürnberg,3:0 (3:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Rot-Weiss Essen,DJK Gütersloh,6:2 (2:1) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Bayern München,Rot-Weiß Oberhausen,2:0 (0:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Fortuna Düsseldorf,FV Eppelborn,4:1 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,1. FC Kaiserslautern,Spandauer SV,7:1 (5:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Rot-Weiß Lüdenscheid,Eintracht Braunschweig,3:5 (1:2) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,VfB Eppingen,Hamburger SV,2:1 (0:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,FC St. Pauli,1. FSV Mainz 05,8:3 (4:1) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,SpVgg Fürth,Borussia Dortmund,"1:1 (0:1, 1:1) n.V."
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Fortuna Köln,Olympia Wilhelmshaven,7:2 (3:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,1. FC Mülheim,VfR Mannheim,2:0 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Chio Waldhof 07,SV Sandhausen,0:1 (0:1) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,ASV Landau,FC Augsburg,0:1 (0:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,TSV Taunusstein,FC 08 Homburg,"0:0 (0:0, 0:0) n.V."
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Eintracht Bad Kreuznach,TSV 1860 München,2:4 (0:3) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Sportfreunde Siegen,SC Göttingen 05,1:0 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,SC Viktoria 04 Köln,TSG Usingen,"6:1 (0:0, 0:0) n.V."
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,VfB Theley,Altona 93,2:4 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,SV Bayer 04 Leverkusen,Eintracht Nordhorn,2:0 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Arminia Hannover,ASC Dudweiler,5:0 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,VfB Dillingen,SC Jülich 1910,"2:2 (0:2, 2:2) n.V."
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,VfB Stuttgart II,1. FC Pforzheim,2:0 (0:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,VfL Wolfsburg,Werder Bremen,1:4 (0:1) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,TeBe Berlin,Rapide Wedding,4:0 (1:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,ASV Landau,FC Augsburg,0:1 (0:0) 
0,26.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Holstein Kiel,Bayer 05 Uerdingen,0:1 (0:1) 
0,27.10.1974,DFB-Pokal 1974/1975 » 2. Runde,Schwarz-Weiß Essen,SV Darmstadt 98,2:0 (1:0) 
0,27.10.1974,DFB-Pokal 1974/1975 » 2. Runde,SG Union Solingen,Eintracht Frankfurt,"1:2 (1:0, 1:1) n.V."
0,13.11.1974,DFB-Pokal 1974/1975 » 2. Runde,Alemannia Aachen,Borussia Neunkirchen,2:1 (0:0) 
0,21.12.1974,DFB-Pokal 1974/1975 » 2. Runde,FK Pirmasens,VfB Lübeck,6:0 (1:0) 
0,29.01.1975,DFB-Pokal 1974/1975 » 2. Runde,Bor. Mönchengladbach,1. FC Köln,3:5 (3:4) 
0,29.01.1975,DFB-Pokal 1974/1975 » 2. Runde,Bor. Mönchengladbach,1. FC Köln,3:5 (3:4) 
0,12.11.1974,DFB-Pokal 1974/1975 » 2. Runde,FC 08 Homburg,TSV Taunusstein,"0:2 (0:0, 0:0, 0:0) i.E."
0,13.11.1974,DFB-Pokal 1974/1975 » 2. Runde,Borussia Dortmund,SpVgg Fürth,1:0 (0:0) 
0,16.11.1974,DFB-Pokal 1974/1975 » 2. Runde,SC Jülich 1910,VfB Dillingen,1:0 (0:0) 
0,21.12.1974,DFB-Pokal 1974/1975 » 2. Runde,VfL Bochum,FC Bayern Hof,5:0 (2:0) 
0,05.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Fortuna Köln,FC Schalke 04,2:0 (0:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Bayer 05 Uerdingen,VfL Bochum,0:2 (0:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Fortuna Düsseldorf,1. FC Kaiserslautern,"3:2 (1:2, 2:2) n.V."
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Werder Bremen,FC Augsburg,"2:2 (0:0, 1:1) n.V."
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,1. FC Köln,FC St. Pauli,4:1 (3:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,1. FC Mülheim,Eintracht Frankfurt,0:3 (0:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,TeBe Berlin,Alemannia Aachen,1:0 (1:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Schwarz-Weiß Essen,Rot-Weiss Essen,1:2 (0:1) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Eintracht Braunschweig,SC Viktoria 04 Köln,1:2 (0:1) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,FK Pirmasens,TSV 1860 München,4:2 (2:1) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Borussia Dortmund,Sportfreunde Siegen,2:1 (0:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,VfB Stuttgart II,SV Bayer 04 Leverkusen,2:0 (0:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Altona 93,Arminia Hannover,2:0 (1:0) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,Bayern München,MSV Duisburg,2:3 (0:1) 
0,08.02.1975,DFB-Pokal 1974/1975 » 3. Runde,SC Jülich 1910,TSV Taunusstein,4:2 (1:2) 
0,15.02.1975,DFB-Pokal 1974/1975 » 3. Runde,SV Sandhausen,VfB Eppingen,1:2 (0:1) 
0,15.02.1975,DFB-Pokal 1974/1975 » 3. Runde,SV Sandhausen,VfB Eppingen,1:2 (0:1) 
0,19.02.1975,DFB-Pokal 1974/1975 » 3. Runde,FC Augsburg,Werder Bremen,1:2 (1:0) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,Eintracht Frankfurt,VfL Bochum,1:0 (1:0) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,Fortuna Düsseldorf,1. FC Köln,5:2 (2:1) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,Rot-Weiss Essen,FK Pirmasens,6:0 (4:0) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,MSV Duisburg,Altona 93,7:0 (1:0) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,VfB Stuttgart II,TeBe Berlin,2:1 (0:1) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,VfB Eppingen,Werder Bremen,0:2 (0:2) 
0,15.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,Fortuna Köln,SC Jülich 1910,"0:0 (0:0, 0:0) n.V."
0,16.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,SC Viktoria 04 Köln,Borussia Dortmund,"0:0 (0:0, 0:0) n.V."
0,16.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,SC Viktoria 04 Köln,Borussia Dortmund,"0:0 (0:0, 0:0) n.V."
0,26.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,Borussia Dortmund,SC Viktoria 04 Köln,3:0 (1:0) 
0,29.03.1975,DFB-Pokal 1974/1975 » Achtelfinale,SC Jülich 1910,Fortuna Köln,0:1 (0:0) 
0,12.04.1975,DFB-Pokal 1974/1975 » Viertelfinale,Werder Bremen,MSV Duisburg,0:2 (0:0) 
0,12.04.1975,DFB-Pokal 1974/1975 » Viertelfinale,Rot-Weiss Essen,Fortuna Düsseldorf,1:0 (0:0) 
0,12.04.1975,DFB-Pokal 1974/1975 » Viertelfinale,Eintracht Frankfurt,Fortuna Köln,4:2 (2:2) 
0,12.04.1975,DFB-Pokal 1974/1975 » Viertelfinale,VfB Stuttgart II,Borussia Dortmund,0:4 (0:0) 
0,29.04.1975,DFB-Pokal 1974/1975 » Halbfinale,Eintracht Frankfurt,Rot-Weiss Essen,"3:1 (0:0, 1:1) n.V."
0,30.04.1975,DFB-Pokal 1974/1975 » Halbfinale,MSV Duisburg,Borussia Dortmund,"2:1 (0:0, 1:1) n.V."
0,21.06.1975,DFB-Pokal 1974/1975 » Finale,Eintracht Frankfurt,MSV Duisburg,1:0 (0:0) 
0,01.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Hamburger SV,1. FC Köln II,4:0 (3:0) 
0,01.08.1975,DFB-Pokal 1975/1976 » 1. Runde,1. FC Köln,Olympia Wilhelmshaven,2:0 (1:0) 
0,01.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Eintracht Frankfurt,SC Viktoria 04 Köln,6:0 (2:0) 
0,01.08.1975,DFB-Pokal 1975/1976 » 1. Runde,TSV 1860 München,SC Göttingen 05,2:1 (1:0) 
0,01.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Wuppertaler SV,Schwarz-Weiß Essen II,3:0 (3:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,ASV Landau,Hannover 96,1:7 (1:4) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Rapide Wedding,VfB Stuttgart,2:9 (2:6) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfB Oldenburg,FC Schalke 04,0:6 (0:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Werder Bremen,Bor. Mönchengladbach,0:3 (0:2) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Bayern München,1. FC Saarbrücken,3:1 (0:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Karlsruher SC,SpVgg Bayreuth,4:2 (1:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,1. FC Nürnberg,Rot-Weiss Essen,2:1 (1:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FC Augsburg,Fortuna Düsseldorf,0:1 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Borussia Neunkirchen,Kickers Offenbach,2:0 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,1. FC Kaiserslautern,VfR Mannheim,2:0 (1:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FC St. Pauli,FK Pirmasens,"1:1 (0:1, 1:1) n.V."
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,TeBe Berlin,1. FC Schweinfurt 05,2:0 (2:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SV Darmstadt 98,VfB Eppingen,4:1 (3:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Andernach,DJK Gütersloh,0:2 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Fortuna Köln,ASV Bergedorf,6:1 (4:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SV Chio Waldhof,SV Cuxhaven,2:1 (1:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Ludwigsburg,Borussia Dortmund,0:6 (0:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SG Wattenscheid 09,SC Condor Hamburg,4:0 (4:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SC Jülich 1910,Wacker 04 Berlin,3:0 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Stuttgarter Kickers,Holstein Kiel,"1:1 (1:0, 1:1) n.V."
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SV Röchling Völklingen,Wacker München,5:1 (3:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Westfalia Herne,Freiburger FC,3:1 (0:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,TSG Thannhausen,SV Bayer 04 Leverkusen,0:6 (0:3) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Rot-Weiß Hasborn,VfL Neuwied,3:1 (2:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfL Trier,TSV Kücknitz,"3:6 (0:0, 3:3) n.V."
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SV Auersmacher,VfB Gaggenau (alt),6:0 (2:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FK Clausen,Wormatia Worms,0:2 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Lindau,Itzehoer SV 09,0:2 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Hassia Bingen,Frisia Husum,7:0 (2:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Sportfreunde Salzgitter,SV Weiskirchen,0:1 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SC Freiburg,Victoria Hamburg,0:1 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Sportfreunde Siegen,ATS Kulmbach,4:2 (0:2) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SGO Bremen,FC Herzogenaurach,4:2 (0:2) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,TuS Xanten,TS Woltmershausen,0:2 (0:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Sportfreunde Schwäbisch Hall,TuS Mayen,0:2 (0:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Eintracht Höhr-G'hausen,SV Spielberg,4:3 (1:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfR Heilbronn,Rot-Weiß Lüdenscheid,"3:2 (1:1, 2:2) n.V."
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Arminia Bielefeld,St. Georg Hamburg,4:0 (3:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FV 09 Weinheim,Hertha BSC,1:7 (1:3) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Offenburger FV,FSV Cappel,2:0 (0:0) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,ASV Idar-Oberstein,SG 01 Hoechst,3:2 (1:1) 
0,02.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfR Bürstadt,FC Bayern Hof,1:2 (1:1) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Schwarz-Weiß Essen,Bayer 05 Uerdingen,"2:1 (0:1, 1:1) n.V."
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FSV Frankfurt,SpVgg Fürth,"1:1 (0:1, 1:1) n.V."
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FC 08 Homburg,SG Union Solingen,4:0 (1:0) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Spandauer SV,Rot-Weiß Oberhausen,2:1 (0:1) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,1. FSV Mainz 05,OT Bremen,7:2 (3:0) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,1. FC Mülheim,Sterkrade 06/07,4:2 (2:1) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfL Osnabrück,VfL Wolfsburg,3:2 (1:0) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Hessen Kassel,Alemannia Aachen,1:0 (1:0) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Union Salzgitter,TSV Abbehausen,1:0 (1:0) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfB Stuttgart II,HSV Barmbek-Uhlenhorst,1:0 (1:0) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SC Herford,SC Friedrichsthal,3:1 (2:1) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Bünder SV,VfR Pforzheim,"2:2 (0:2, 2:2) n.V."
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Hertha Zehlendorf,Blumenthaler SV,"2:2 (0:2, 2:2) n.V."
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,MTV Fürth,MSV Duisburg,2:10 (1:3) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Freudenstadt,Eintracht Braunschweig,0:7 (0:4) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Preußen Münster,SC Siemensstadt,7:1 (4:1) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Erkenschwick,VfL Bochum,2:3 (1:2) 
0,03.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Erkenschwick,VfL Bochum,2:3 (1:2) 
0,13.08.1975,DFB-Pokal 1975/1976 » 1. Runde,FK Pirmasens,FC St. Pauli,5:2 (3:1) 
0,13.08.1975,DFB-Pokal 1975/1976 » 1. Runde,SpVgg Fürth,FSV Frankfurt,1:0 (0:0) 
0,13.08.1975,DFB-Pokal 1975/1976 » 1. Runde,Holstein Kiel,Stuttgarter Kickers,1:2 (1:2) 
0,13.08.1975,DFB-Pokal 1975/1976 » 1. Runde,VfR Pforzheim,Bünder SV,1:2 (0:0) 
0,14.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Preußen Münster,Wuppertaler SV,1:0 (0:0) 
0,17.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SV Bayer 04 Leverkusen,VfL Bochum,0:2 (0:0) 
0,17.10.1975,DFB-Pokal 1975/1976 » 2. Runde,1. FC Köln,SC Freiburg,8:2 (4:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Hannover 96,FC 08 Homburg,1:2 (0:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Hertha BSC,VfB Stuttgart,4:2 (0:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,FC Schalke 04,Borussia Dortmund,2:1 (2:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Arminia Bielefeld,Eintracht Höhr-G'hausen,5:1 (2:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,MSV Duisburg,Karlsruher SC,4:0 (1:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Bor. Mönchengladbach,Rot-Weiß Hasborn,3:0 (0:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Hamburger SV,Union Salzgitter,4:0 (1:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Bünder SV,Bayern München,0:3 (0:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Wormatia Worms,Eintracht Braunschweig,0:3 (0:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Offenburger FV,Eintracht Frankfurt,1:5 (1:3) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,1. FC Nürnberg,Fortuna Köln,"1:0 (0:0, 0:0) n.V."
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SV Chio Waldhof,TSV 1860 München,4:1 (1:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,1. FSV Mainz 05,SV Röchling Völklingen,1:2 (0:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,FK Pirmasens,Spandauer SV,7:1 (5:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,1. FC Mülheim,FC Bayern Hof,"1:3 (1:1, 1:1) n.V."
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Schwarz-Weiß Essen,SGO Bremen,3:0 (2:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SV Darmstadt 98,VfR Heilbronn,4:0 (2:0) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Sportfreunde Schwäbisch Hall,Stuttgarter Kickers,0:5 (0:3) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,TSV Kücknitz,DJK Gütersloh,0:1 (0:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Sportfreunde Siegen,TeBe Berlin,1:2 (0:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SV Weiskirchen,SV Auersmacher,4:1 (1:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SC Jülich 1910,SpVgg Lindau,5:1 (2:1) 
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,HSV Barmbek-Uhlenhorst,Hassia Bingen,"2:3 (1:0, 2:2) n.V."
0,18.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Hessen Kassel,Fortuna Düsseldorf,2:3 (2:1) 
0,19.10.1975,DFB-Pokal 1975/1976 » 2. Runde,VfL Osnabrück,Borussia Neunkirchen,3:2 (0:1) 
0,19.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SpVgg Fürth,TS Woltmershausen,7:1 (5:1) 
0,19.10.1975,DFB-Pokal 1975/1976 » 2. Runde,SG Wattenscheid 09,SC Herford,4:0 (3:0) 
0,19.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Westfalia Herne,ASV Idar-Oberstein,4:0 (2:0) 
0,19.10.1975,DFB-Pokal 1975/1976 » 2. Runde,Blumenthaler SV,1. FC Kaiserslautern,1:5 (0:3) 
0,12.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Arminia Bielefeld,DJK Gütersloh,3:2 (1:1) 
0,12.12.1975,DFB-Pokal 1975/1976 » 3. Runde,MSV Duisburg,Bor. Mönchengladbach,0:1 (0:1) 
0,12.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Preußen Münster,Schwarz-Weiß Essen,"2:2 (1:0, 2:2) n.V."
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Fortuna Düsseldorf,VfL Bochum,"4:4 (1:2, 3:3) n.V."
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,FC Schalke 04,Eintracht Braunschweig,1:2 (1:2) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,1. FC Köln,SpVgg Fürth,3:1 (0:0) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Bayern München,TeBe Berlin,3:0 (1:0) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Stuttgarter Kickers,Hertha BSC,1:3 (0:0) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Eintracht Frankfurt,VfL Osnabrück,3:0 (1:0) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,Hamburger SV,SC Jülich 1910,4:0 (0:0) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,SV Darmstadt 98,1. FC Nürnberg,"3:1 (1:0, 1:1) n.V."
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,FC 08 Homburg,SV Chio Waldhof,1:0 (0:0) 
0,13.12.1975,DFB-Pokal 1975/1976 » 3. Runde,SV Weiskirchen,FK Pirmasens,0:1 (0:0) 
